Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Departamento;Pueblo Libre;3;2;1;117;4900;1100;587
Local comercial;San Martín de Porres;0;1;0;29;1500;760;
Local comercial;Rímac;0;1;0;33;4000;1100;140
Local comercial;Ate;0;0;0;24;2000;750;300
Local comercial;Pachacámac;0;0;0;50;1600;630;200
Local comercial;Rímac;0;1;0;30;3500;950;900
Departamento;Ate;4;2;2;140;5300;1410;890
Departamento;Ate;1;1;1;60;6500;;
Departamento;Lince;3;1;1;98;2300;810;130
Departamento;Callao;3;1;1;90;1800;680;
Habitación;Pachacámac;1;0;0;29;1200;325;
Departamento;Ventanilla;2;1;0;60;1200;550;76
Departamento;San Miguel;1;0;0;45;1300;400;
Departamento;Pueblo Libre;2;1;1;93;2700;1624;285
Departamento;Comas;2;1;0;57;1500;554;13
Casa;Lince;2;4;0;60;1600;;
Departamento;Jesús María;2;1;2;106;1600;545;
Departamento;Mi Perú;2;0;0;50;1150;454;
Departamento;Ate;3;2;1;126;4500;1850;3795
Departamento;Comas;2;1;2;85;10000;3900;300
Casa;Jesús María;3;20;1;100;8000;;
Departamento;San Miguel;1;0;0;45;1000;440;
Departamento;La Punta;3;2;0;80;1797;651;70
Local comercial;Ate;0;1;0;45;1700;1420;
Almacén;Punta Negra;0;0;0;2400;25000;;6000
Departamento;Santa Rosa;2;1;0;52;1200;379;7
Departamento;Ate;3;2;1;160;3800;1430;4213
Departamento;Ate;2;1;1;66;2400;1126;170
Departamento;Rímac;3;2;1;160;12000;2790;640
Departamento;Callao;3;2;1;132;2700;1140;208
Local comercial;Comas;0;0;0;30;3000;930;241
Departamento;Santa Rosa;3;0;0;95;900;250;15
Local comercial;Pachacámac;0;0;0;191;8000;2834;699
Departamento;Rímac;4;2;4;210;16000;4200;1764
Departamento;Ate;2;1;1;104;3800;6552570;655
Departamento;Comas;3;2;3;300;28000;3308;
Casa en condominio;Ate;5;6;5;1200;32000;2134;17480
Departamento;San Borja;3;1;0;100;4000;1175;136
Casa de villa;Comas;1;0;0;34;600;;
Almacén;La Punta;0;0;0;600;10000;;241
Departamento;Rímac;1;1;0;50;3200;1850;215
Departamento;Jesús María;3;2;1;194;2400;2200;339
Departamento;Rímac;3;1;1;110;4900;980;370
Almacén;Villa El Salvador;0;0;0;100;2500;;
Local comercial;Ate;0;1;0;38;1700;800;
Departamento;San Borja;2;1;0;60;1150;530;36
Departamento;Ate;4;2;1;139;5000;2724;510
Tienda/Salón;Pachacámac;0;0;0;483;29034;5500;2202
Local comercial;Ate;0;1;0;40;750;848;90
Departamento;Callao;2;2;1;80;1350;760;108
Casa en condominio;Villa El Salvador;3;3;1;115;2250;880;120
Departamento;San Miguel;4;2;1;188;2000;2000;3090
Departamento;Ate;2;1;1;80;3000;1067;469
Departamento;Comas;1;1;1;80;5500;1200;260
Departamento;Comas;3;1;1;130;7500;1797;413
Departamento;Los Olivos;3;1;0;120;1200;200;55
Casa;Pucusana;6;30;2;1200;28000;;1581
Departamento;Ate;3;2;1;110;3000;1400;2710
Departamento;Rímac;2;1;1;100;3400;1400;430
Departamento;Punta Negra;3;0;0;60;1300;400;114
Departamento;Ate;2;1;2;93;2300;1300;281
Departamento;Jesús María;2;1;1;80;1750;800;139
Tienda/Salón;Ate;0;1;0;30;2000;1214;691
Departamento;Comas;2;1;0;70;4000;614;150
Casa;Jesús María;4;2;3;600;15000;;6072
Tienda/Salón;Pueblo Libre;0;1;0;43;4000;490;289
Departamento;Pachacámac;2;0;0;79;1900;500;35
Departamento;Comas;2;1;0;75;4000;850;222
Departamento;Santa Anita;2;1;0;74;1100;550;700
Local comercial;San Borja;0;0;0;25;900;488;167
Departamento;San Miguel;2;1;0;65;1900;750;70
Departamento;Pueblo Libre;4;4;4;300;15000;4150;
Departamento;Chorrillos;3;2;1;113;4600;1165;
Tienda/Salón;Pachacámac;0;0;0;425;42000;7850;3900
Departamento;San Bartolo;1;0;0;50;2500;600;
Departamento;La Punta;2;1;0;60;900;280;10
Departamento;El Agustino;1;0;0;58;900;;
Departamento;Jesús María;3;2;0;220;3400;;
Local comercial;Lince;0;0;0;35;1500;580;
Local comercial;Puente Piedra;0;0;0;1849;129460;41889;3717
Tienda/Salón;Pachacámac;0;0;0;150;5000;;
Departamento;Ate;2;1;2;93;2700;1313;
Departamento;Lince;2;1;1;53;1100;370;
Departamento;Jesús María;2;1;1;70;2000;500;
Casa;Ancón;2;0;0;75;850;;
Departamento;Chaclacayo;3;0;0;95;1200;550;
Local comercial;Pachacámac;0;0;0;32;500;480;118
Departamento;Ate;2;1;1;85;2300;1103;167
Departamento;Ate;3;2;1;141;4000;1590;
Departamento;Ate;2;1;1;98;2900;1100;190
Departamento;Breña;3;1;1;95;3800;800;220
Departamento;Ate;4;3;4;282;10000;3826;700
Departamento;San Miguel;3;2;1;150;2800;1400;222
Departamento;Rímac;3;1;0;88;3500;1235;204
Departamento;San Borja;3;1;1;180;8500;1296;305
Cochera;Pachacámac;0;0;0;15;400;345;
Local comercial;Pachacámac;0;0;0;260;18000;3052;5000
Casa;Lince;2;5;0;75;1050;;
Departamento;San Borja;3;2;1;114;5000;1400;375
Local comercial;Pachacámac;0;3;0;700;80500;16800;
Edificio completo;Ate;0;15;0;671;738197;18117;3208
Departamento;Comas;2;0;0;80;3800;1200;100
Departamento;Rímac;2;1;0;75;3600;1100;255
Tienda/Salón;San Borja;0;0;0;40;4500;1060;302
Departamento;San Luis;2;1;0;50;1400;450;150
Almacén;Chaclacayo;0;4;0;450;8000;;
Local comercial;Chaclacayo;0;0;0;27;320;363;34
Local comercial;Pachacámac;0;0;0;63;2500;652;155
Habitación;San Borja;1;0;0;20;2200;;
Local comercial;Pachacámac;0;0;0;125;9500;1220;255
Departamento;Ate;4;3;4;300;4500;1980;593
Departamento;Pachacámac;1;0;0;34;1000;454;25
Departamento;San Luis;2;0;0;72;1900;305;51
Departamento;El Agustino;2;0;0;42;800;238;
Departamento;San Borja;4;1;1;172;11880;1358;351
Departamento;Mi Perú;2;1;0;60;1000;150;
Local comercial;Comas;0;5;0;220;28000;6200;1000
Departamento;Comas;3;1;2;210;19900;2805;
Departamento;Jesús María;3;2;1;120;2200;1003;
Casa;La Punta;5;5;2;420;4500;;
Departamento;San Borja;1;0;0;42;2100;500;67
Local comercial;Ate;0;1;0;22;700;666;106
Departamento;Santa Rosa;2;0;0;54;900;250;
Departamento;Santa Anita;2;1;0;74;1000;564;13
Departamento;San Miguel;2;0;0;73;1200;700;30
Departamento;San Borja;3;1;2;180;5600;1400;700
Departamento;Santa María del Mar;2;1;0;60;1100;495;13
Departamento;San Luis;2;0;1;64;1700;814;
Departamento;Ate;2;1;1;69;2500;951;171
Local comercial;Ate;0;1;0;55;2500;2052;452
Departamento;Callao;3;2;2;132;2500;984;2233
Departamento;San Borja;3;1;1;139;7000;2900;320
Departamento;San Borja;2;0;0;90;3000;800;159
Departamento;San Miguel;3;1;0;90;2300;747;
Flat;Comas;2;1;1;80;4990;2800;555
Departamento;Ate;2;1;1;70;1550;759;120
Departamento;Punta Negra;3;0;0;70;1200;350;34
Departamento;Ventanilla;3;1;0;66;1500;680;53
Edificio completo;Comas;0;1;0;461;32000;;4213
Local comercial;Ate;0;7;0;200;6000;5850;
Local comercial;Jesús María;0;1;0;26;800;1100;
Departamento;San Borja;2;0;1;70;2000;600;60
Departamento;San Borja;2;0;1;76;4000;600;
Departamento;Comas;1;0;1;50;2400;500;1200
Departamento;Santa Rosa;2;0;0;66;990;440;35
Local comercial;Ate;0;1;0;35;1500;943;367
Departamento;San Miguel;2;0;0;68;1700;604;84
Tienda en Centro Comercial;Ate;0;1;0;41;800;1586;389
Local comercial;Ate;0;9;0;330;10000;6000;1347
Departamento;Lurín;2;0;0;75;3200;435;85
Edificio completo;Punta Negra;0;14;0;4700;140000;;6000
Departamento;San Borja;2;0;0;74;1400;1134;135
Almacén;Chaclacayo;0;0;0;700;13000;;
Departamento;San Borja;3;1;1;140;5000;1300;
Departamento;Ate;2;2;0;98;2800;800;260
Departamento;Comas;3;1;0;110;5300;1200;300
Departamento;Ventanilla;1;1;0;30;1100;620;
Departamento;San Borja;3;1;1;150;4000;1500;315
Departamento;Pueblo Libre;2;1;0;55;650;100;
Departamento;Comas;3;1;1;120;4000;1600;370
Local comercial;Rímac;0;0;0;150;25000;2400;1245
Casa;Lince;2;0;0;70;560;240;
Departamento;Punta Hermosa;2;1;1;79;1700;1105;190
Departamento;San Miguel;1;0;0;40;1100;534;25
Local comercial;Lince;0;0;0;23;800;520;
Casa;Jesús María;4;3;1;298;8000;;3208
Departamento;Ate;3;2;1;118;3400;1362;413
Local comercial;Ate;0;1;0;28;2400;600;
Local comercial;Lurín;0;0;0;32;1300;616;
Departamento;Villa El Salvador;2;1;1;89;2650;996;170
Departamento;Jesús María;2;1;1;105;2300;6485;156
Local comercial;Santa Anita;0;0;0;70;2990;;196
Departamento;Ate;5;2;1;148;4200;2056;2075
Departamento;San Borja;2;0;0;78;2600;610;124
Habitación;San Borja;1;0;0;25;1950;310;25
Casa en condominio;Ate;3;2;3;450;8500;850;5863
Local comercial;Ate;1;1;0;37;1200;1130;227
Departamento;Ate;2;1;2;101;3100;1540;302
Departamento;Comas;3;1;1;121;3900;1700;326
Departamento;Ate;3;2;1;125;2600;1605;341
Departamento;Chorrillos;2;1;1;93;2000;1300;170
Departamento;Ate;3;2;3;155;5900;1850;340
Departamento;San Bartolo;1;0;0;44;1300;560;69
Departamento;San Borja;2;0;1;80;2900;980;190
Local comercial;Pachacámac;0;0;0;66;1800;1340;272
Departamento;La Punta;3;1;0;153;2200;1100;1953
Casa;San Borja;2;1;0;80;850;520;12
Local comercial;San Isidro;0;0;0;70;2990;;196
Casa;Magdalena del Mar;1;0;0;55;800;;
Departamento;Chorrillos;2;1;1;80;3300;717;142
Departamento;Ate;2;2;1;144;2200;1700;
Departamento;Jesús María;2;1;1;66;1700;861;
Departamento;Punta Hermosa;2;1;1;78;2600;1100;2600
Departamento;Rímac;3;1;1;107;7000;1794;250
Departamento;Rímac;1;0;0;50;1900;780;
Departamento;Santa Anita;2;0;1;47;1400;400;13
Departamento;Ate;3;2;1;120;2900;1500;310
Departamento;San Borja;3;1;1;140;5000;1500;250
Local comercial;Lince;0;0;0;25;1200;500;100
Departamento;San Miguel;1;0;0;59;1250;500;
Local comercial;Pachacámac;0;0;0;120;4000;3370;1007
Casa;El Agustino;2;0;0;70;1100;;
Tienda/Salón;Comas;0;0;0;58;5500;670;370
Departamento;La Perla;2;1;1;95;4000;1000;280
Local comercial;San Borja;0;0;0;25;850;500;95
Departamento;San Luis;2;1;0;46;1300;500;13
Departamento;Magdalena del Mar;5;3;2;185;4000;988;176
Departamento;Ventanilla;2;0;1;85;1500;380;82
Departamento;Rímac;4;3;2;202;12000;1700;450
Local comercial;Jesús María;0;0;0;26;1250;450;149
Local comercial;Pachacámac;0;0;0;114;1500;1688;379
Departamento;Mi Perú;1;1;0;40;1100;320;13
Local comercial;Lince;0;0;0;22;600;570;
Departamento;San Borja;1;0;0;42;1800;460;78
Departamento;Rímac;4;2;1;160;4500;1348;350
Departamento;Callao;3;1;1;78;1800;680;125
Local comercial;Pachacámac;0;0;0;200;7500;4697;
Departamento;Santa Anita;2;0;0;50;750;350;
Local comercial;Ate;0;1;0;61;2100;1400;582
Departamento;Comas;3;2;2;300;20000;2020;850
Departamento;Pachacámac;1;0;0;35;1100;340;20
Tienda/Salón;Ate;0;1;0;360;40000;;
Departamento;Mi Perú;2;1;1;60;1200;125;
Departamento;San Borja;3;1;1;160;3800;1560;300
Departamento;San Luis;3;2;1;110;1350;1286;
Departamento;Ventanilla;2;1;0;120;850;400;
Departamento;Lurigancho;2;0;0;90;3950;530;70
Departamento;San Borja;3;1;1;150;3500;1130;
Casa en condominio;Callao;3;2;1;143;2600;725;171
Local comercial;San Miguel;0;1;0;26;1100;1300;
Departamento;Ate;3;2;1;150;4500;1300;440
Habitación;Ventanilla;1;0;0;16;980;80;
Local comercial;San Miguel;0;1;0;52;1500;750;225
Tienda/Salón;San Borja;0;0;0;130;7500;400;780
Departamento;La Perla;3;1;1;148;6000;900;2300
Tienda/Salón;Chorrillos;0;0;0;412;23000;160;
Departamento;La Punta;2;1;1;64;1400;708;1011
Departamento;Ate;3;1;1;86;3000;1100;120
Departamento;Rímac;3;2;1;130;8000;1700;600
Departamento;San Borja;1;0;0;40;2000;620;30
Departamento;Comas;5;2;2;290;17000;1908;773
Departamento;La Punta;3;1;1;85;1000;982;1100
Departamento;Villa El Salvador;1;1;0;50;2200;682;22
Departamento;Jesús María;4;2;2;118;2900;1000;200
Departamento;Ate;3;2;1;120;5491;;
Departamento;Pueblo Libre;2;0;0;70;2100;860;253
Departamento;Ate;4;4;4;290;15000;5000;15000
Local comercial;Jesús María;0;1;0;78;1200;990;
Departamento;San Luis;2;0;0;66;1500;650;20
Tienda/Salón;Chorrillos;0;0;0;160;10000;;
Almacén;Lince;0;2;0;400;25000;;200
Local comercial;Callao;0;1;0;18;700;420;56
Departamento;Punta Hermosa;4;3;1;200;5450;2043;52
Casa;San Luis;3;0;0;105;1700;;90
Local comercial;Pachacámac;0;0;0;1;2600;2050;
Local comercial;Ate;0;3;0;200;6000;550;120
Departamento;Jesús María;3;2;3;200;3950;1000;
Departamento;San Miguel;2;1;0;56;1500;520;49
Departamento;San Miguel;3;0;0;80;1800;760;119
Tienda/Salón;Comas;0;0;0;30;2500;670;290
Departamento;Los Olivos;2;1;0;65;1300;917;
Departamento;Rímac;2;1;0;82;4800;780;
Flat;Comas;1;1;0;50;2500;2100;333
Local comercial;San Martín de Porres;0;1;0;29;1200;754;
Local comercial;Punta Hermosa;0;4;0;972;25000;15800;3800
Departamento;San Borja;1;0;0;30;1800;454;53
Departamento;Ventanilla;2;1;0;60;1150;444;
Local comercial;Ate;0;1;0;90;3500;1023;630
Departamento;San Borja;4;2;1;280;15000;2300;5166
Flat;Jesús María;2;1;0;58;2500;884;
Departamento;Comas;3;2;2;177;10000;2800;603
Local comercial;Callao;0;0;0;30;1200;604;446
Casa en condominio;Ate;5;4;2;600;12000;800;1000
Departamento;Miraflores;2;1;0;58;1100;160;
Departamento;Callao;2;1;1;68;1600;793;837
Local comercial;Lince;0;0;0;24;1000;420;
Departamento;Lurín;2;0;0;45;1300;100;
Flat;Comas;2;1;1;90;10000;4000;582
Departamento;San Juan de Miraflores;3;1;1;93;1300;866;
Departamento;Los Olivos;2;0;0;90;1750;225;
Departamento;Mi Perú;1;0;0;35;500;;
Casa de villa;Los Olivos;1;0;0;36;750;;
Departamento;Ate;4;2;3;160;5500;2160;
Departamento;Ate;4;0;1;120;3000;2267;307
Tienda/Salón;Ate;0;1;0;80;3000;734;11400
Departamento;Punta Hermosa;2;1;0;87;2600;832;128
Local comercial;Ate;0;1;0;36;1500;800;136
Local comercial;Pachacámac;0;0;0;33;700;815;20
Local comercial;Pachacámac;0;6;0;2580;245174;64520;
Departamento;Jesús María;5;4;4;700;9000;3000;2500
Almacén;Lima;0;0;0;1500;15000;;
Local comercial;Jesús María;0;2;0;40;1000;1200;
Departamento;Comas;3;1;0;110;3500;1240;
Edificio completo;San Miguel;0;0;0;500;9900;;150
Local comercial;Pachacámac;0;0;0;195;4000;4000;
Local comercial;Pachacámac;0;0;0;46;2000;1071;161
Tienda en Centro Comercial;San Borja;0;0;0;98;3000;3141;1826
Departamento;Ate;1;1;0;30;1500;475;89
Casa de villa;San Luis;2;0;0;65;1600;;
Habitación;San Borja;1;0;0;30;1000;425;29
Local comercial;Ate;0;1;0;46;2000;1464;354
Departamento;Punta Hermosa;3;1;0;150;4200;1070;42
Departamento;Callao;2;1;0;60;1400;495;
Tienda/Salón;Ate;0;0;0;120;6500;1500;
Departamento;San Borja;2;1;1;160;4100;1100;265
Departamento;Rímac;2;0;0;65;2500;643;
Local comercial;Pachacámac;0;0;0;40;750;560;81
Departamento;Rímac;2;1;1;80;3500;850;253
Local comercial;Pachacámac;0;0;0;195;15000;4700;775
Local comercial;Jesús María;0;1;0;25;1000;700;
Casa de villa;El Agustino;3;1;0;90;1500;;
Local comercial;Puente Piedra;0;0;0;282;18000;5918;
Departamento;Lurín;2;1;0;70;2160;766;114
Local comercial;Ate;0;7;0;250;15000;;
Departamento;San Borja;4;1;1;270;11000;2000;300
Local comercial;Pachacámac;0;0;0;108;1100;1368;468
Local comercial;Pachacámac;0;0;0;35;850;800;86
Casa en condominio;Ate;4;4;3;622;10000;1380;1486
Casa en condominio;Ate;4;4;3;431;8500;2134;1471
Local comercial;San Borja;0;1;0;132;6000;1800;806
Local comercial;Pachacámac;0;0;0;600;58066;15300;
Departamento;Bellavista;2;0;0;70;600;202;
Habitación;Pachacámac;1;0;0;22;900;350;24
Local comercial;Rímac;0;4;0;217;47000;8285;
Local comercial;Pachacámac;0;0;0;32;700;390;
Departamento;La Perla;2;0;0;40;1800;310;30
Local comercial;Ate;0;1;0;27;600;545;220
Local comercial;Pachacámac;0;0;0;30;800;512;
Casa en condominio;Ate;4;4;4;2070;22000;1000;32300
Departamento;Chorrillos;1;1;0;70;2100;872;162
Departamento;La Perla;2;1;0;60;2300;880;
Departamento;Pueblo Libre;4;1;1;312;8000;3160;1184
Departamento;Comas;2;0;0;80;3900;600;120
Departamento;Comas;3;1;1;165;8400;1900;400
Almacén;Los Olivos;0;0;0;1600;18000;;
Departamento;San Miguel;1;0;0;48;1200;310;47
Local comercial;Pachacámac;0;0;0;30;600;445;
Casa;Comas;2;1;0;55;1000;17;
Departamento;Villa El Salvador;3;1;2;360;15000;2300;
Departamento;Ate;1;2;1;65;3500;1600;250
Departamento;Comas;2;1;0;72;2100;601;39
Habitación;San Borja;1;0;0;33;900;800;30
Departamento;Callao;2;1;1;56;1400;560;73
Departamento;San Borja;3;2;1;200;6000;1700;485
Departamento;Ate;2;1;1;74;2000;1000;180
Local comercial;Ate;0;1;0;200;4000;1961;
Departamento;San Borja;3;0;0;136;3900;900;321
Local comercial;Jesús María;0;3;0;336;12000;2356;2172
Departamento;Jesús María;2;3;2;194;5000;1700;782
Departamento;Ate;2;1;1;85;2400;1435;179
Departamento;Villa El Salvador;1;0;0;44;1500;450;70
Departamento;Carmen de La Legua;3;1;1;190;1850;1375;190
Departamento;La Punta;2;0;0;45;600;350;
Departamento;San Borja;1;1;0;44;800;435;14
Local comercial;Pachacámac;0;3;0;147;11760;2898;862
Terreno;Ancón;0;0;0;2107;4500;;210
Departamento;Ate;3;2;1;100;2800;1485;2600
Departamento;Ate;3;1;1;94;2100;1300;118
Departamento;Jesús María;3;2;1;188;3000;1346;
Departamento;Callao;2;1;1;65;1500;580;
Departamento;San Borja;2;1;0;61;2700;1105;135
Local comercial;Lince;0;0;0;22;500;500;
Departamento;Jesús María;3;3;0;130;2800;890;280
Casa;Santa María del Mar;5;2;1;278;3500;;3997
Departamento;Rímac;2;1;1;80;3500;1260;450
Local comercial;Chaclacayo;0;0;0;30;500;300;50
Casa en condominio;Jesús María;3;2;1;250;4000;1450;1600
Local comercial;Pachacámac;0;2;0;581;29050;15640;2504
Casa;Cieneguilla;3;2;0;90;2000;;296
Departamento;Santa Anita;2;0;0;50;900;;7
Departamento;San Miguel;3;1;0;120;1400;699;150
Departamento;Callao;2;1;1;80;1800;750;80
Departamento;Jesús María;2;2;2;78;2200;530;210
Departamento;Comas;2;0;0;85;4000;900;
Departamento;Punta Hermosa;2;2;2;90;2800;1150;150
Tienda/Salón;Ate;0;2;0;162;4500;3220;
Departamento;Rímac;4;2;2;386;17000;4000;
Departamento;Jesús María;2;2;1;92;1700;730;200
Casa en condominio;Jesús María;4;4;2;480;11000;1000;680
Departamento;Villa El Salvador;2;0;0;93;4500;630;150
Casa en condominio;Ate;4;9;4;680;16000;3118;2743
Departamento;Jesús María;3;2;2;120;2400;1159;250
Local comercial;Pachacámac;0;0;0;375;18750;6340;2349
Casa en condominio;Pucusana;5;2;2;500;15000;1630;1300
Local comercial;Pachacámac;0;0;0;159;1000;1690;516
Local comercial;Lince;0;8;0;220;9000;;600
Departamento;Jesús María;3;2;1;110;1500;947;240
Habitación;Chorrillos;1;0;0;21;900;350;24
Departamento;San Borja;3;0;1;101;3300;1250;1605
Local comercial;Ate;0;28;0;880;70000;22042;41568
Departamento;Jesús María;2;1;1;77;1200;1010;161
Departamento;San Luis;2;1;0;65;850;700;
Tienda en Centro Comercial;Jesús María;0;1;0;34;1500;615;252
Departamento;Mi Perú;3;0;0;78;1200;690;
Departamento;Chorrillos;1;0;0;24;2000;481;25
Almacén;Punta Negra;0;0;0;1250;17000;;
Flat;Lince;1;1;0;40;1200;1000;126
Habitación;Mi Perú;1;0;0;30;900;590;20
Departamento;San Miguel;1;1;0;52;1500;505;21
Local comercial;Pachacámac;0;0;0;314;15500;7440;2014
Local comercial;Ate;0;1;0;42;1500;1100;
Casa comercial;Jesús María;0;0;0;511;30000;;2253
Local comercial;Pachacámac;0;0;0;1152;57600;16669;4135
Departamento;Los Olivos;3;1;1;100;1300;;
Casa comercial;Chorrillos;0;0;0;180;6800;;750
Casa en condominio;Ate;5;10;4;1000;20000;5000;2000
Departamento;Chorrillos;2;0;0;58;800;350;
Departamento;San Borja;1;0;0;35;1700;440;58
Departamento;Comas;3;1;1;115;6500;1700;230
Departamento;Santa Rosa;1;0;0;45;800;460;
Departamento;Breña;3;0;1;90;3000;780;107
Departamento;Mi Perú;2;1;0;67;1300;540;25
Departamento;Villa El Salvador;2;1;1;70;1200;555;
Flat;Ate;1;1;0;54;2300;1735;290
Habitación;San Borja;1;0;0;25;1000;545;30
Departamento;Chorrillos;2;1;1;80;2460;880;196
Departamento;San Luis;2;1;2;61;1380;647;73
Departamento;Ate;2;1;1;96;3500;750;
Departamento;San Borja;3;0;0;105;4000;930;125
Casa en condominio;Pucusana;6;3;6;1900;35000;1500;3900
Departamento;San Luis;3;1;0;60;800;459;20
Local comercial;Pachacámac;0;4;0;1162;58100;31281;5008
Departamento;Santa Rosa;3;0;0;50;1100;;
Casa en condominio;Pucusana;4;2;4;900;45000;1700;
Departamento;San Borja;1;0;1;40;1900;900;69
Casa comercial;Rímac;0;0;0;300;35000;;2000
Departamento;Comas;2;0;0;60;4000;500;120
Departamento;San Borja;1;0;0;60;2300;400;30
Departamento;Miraflores;4;4;4;423;7000;2153;1482
Casa comercial;Chorrillos;0;5;0;408;22000;;2760
Departamento;Comas;2;0;0;76;2000;672;
Departamento;San Borja;1;0;0;50;2000;;
Habitación;San Borja;1;0;0;40;1550;420;133
Departamento;Ventanilla;2;1;0;61;1300;760;20
Departamento;Punta Hermosa;1;1;1;55;2970;960;190
Departamento;Mi Perú;2;0;0;67;1400;420;
Almacén;San Juan de Miraflores;0;0;0;450;6500;;500
Local comercial;Ate;0;2;0;82;2500;2261;393
Local comercial;Pachacámac;0;0;0;30;2757;848;112
Departamento;San Borja;3;1;1;220;4500;1475;240
Local comercial;Pachacámac;0;0;0;33;1000;530;83
Tienda/Salón;Chorrillos;0;0;0;200;2200;;
Local comercial;Ate;0;1;0;51;3100;550;380
Departamento;Rímac;4;2;1;150;8000;;
Departamento;Lince;2;1;0;55;1300;570;
Departamento;Ancón;3;2;3;155;5700;1580;
Local comercial;Ate;0;1;0;27;399;640;125
Departamento;San Bartolo;2;0;0;75;2800;918;
Casa en condominio;Ate;5;4;2;600;12000;800;1000
Local comercial;Pachacámac;0;3;0;1299;103930;19487;
Local comercial;Pachacámac;0;0;0;219;23000;5938;1303
Departamento;Miraflores;3;2;1;165;4700;1320;490
Departamento;Ate;3;2;1;125;3500;1727;299
Departamento;Callao;3;1;1;64;1700;680;82
Flat;Comas;2;1;2;78;15000;;
Local comercial;Ate;0;16;0;400;20000;108464;21298
Habitación;San Miguel;1;0;0;24;1000;380;20
Tienda/Salón;Ate;0;3;0;400;12000;3500;3120
Local comercial;Ate;0;1;0;40;1700;1100;260
Departamento;Jesús María;4;2;1;160;1900;930;150
Departamento;Pachacámac;1;0;0;43;1400;420;47
Departamento;Comas;4;2;1;320;15000;1900;900
Local comercial;Ate;0;1;0;32;950;870;
Departamento;San Borja;3;1;1;140;5000;1496;
Local comercial;Pachacámac;0;0;0;80;2200;1000;500
Departamento;Barranco;2;0;0;60;500;280;20
Departamento;Chorrillos;3;2;1;116;3500;1674;254
Casa;La Perla;2;1;0;46;600;250;
Departamento;La Perla;3;2;1;250;4500;1600;551
Flat;Ate;2;1;1;74;8500;1400;400
Local comercial;Pachacámac;0;0;0;42;600;990;
Departamento;Comas;4;2;2;207;15000;5000;834
Departamento;Comas;3;0;3;80;5000;800;220
Departamento;Pueblo Libre;3;4;2;380;30000;4950;1700
Departamento;La Punta;2;1;1;69;1200;704;83
Local comercial;Pachacámac;0;0;0;54;1500;667;
Departamento;Pachacámac;1;0;0;25;850;223;24
Departamento;Ate;2;1;0;92;2650;1629;590
Local comercial;Villa El Salvador;0;2;0;35;2200;1800;206
